0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.00027,0.00054,0.00107,0.00215,0.0043,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00352,0.00176,0.00088,0.00044,0.00022,2e-05,1.0
1.0,0.00027,0.0,0.00054,0.00107,0.00215,0.0043,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00352,0.00176,0.00088,0.00044,5e-05,0.00027,1.0
1.0,0.00054,0.00054,0.0,0.00107,0.00215,0.0043,0.00859,0.01719,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02812,0.01406,0.00703,0.00352,0.00176,0.00088,0.0001,0.00054,0.00054,1.0
1.0,0.00107,0.00107,0.00107,0.0,0.00215,0.0043,0.00859,0.01719,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02812,0.01406,0.00703,0.00352,0.00176,0.0002,0.00107,0.00107,0.00107,1.0
1.0,0.00215,0.00215,0.00215,0.00215,0.0,0.0043,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00352,0.00039,0.00215,0.00215,0.00215,0.00215,1.0
1.0,0.0043,0.0043,0.0043,0.0043,0.0043,0.0,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00078,0.0043,0.0043,0.0043,0.0043,0.0043,1.0
1.0,0.00859,0.00859,0.00859,0.00859,0.00859,0.00859,0.0,0.01719,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00156,0.00859,0.00859,0.00859,0.00859,0.00859,0.00859,1.0
1.0,0.01719,0.01719,0.01719,0.01719,0.01719,0.01719,0.01719,0.0,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.00312,0.01719,0.01719,0.01719,0.01719,0.01719,0.01719,0.01719,1.0
1.0,0.03437,0.03437,0.03438,0.03438,0.03437,0.03437,0.03438,0.03438,0.0,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.00625,0.03438,0.03438,0.03437,0.03437,0.03438,0.03438,0.03437,0.03437,1.0
1.0,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.0,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.0125,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,1.0
1.0,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.0,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.025,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,1.0
1.0,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.0,0.55,1.0,1.0,0.9,0.45,0.05,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,1.0
1.0,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.0,1.0,1.0,0.9,0.1,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,1.0,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0
1.0,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.1,1.0,1.0,0.9,0.0,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,1.0
1.0,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.05,0.55,1.0,1.0,0.9,0.45,0.0,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,1.0
1.0,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.025,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.0,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,1.0
1.0,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.0125,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.0,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,1.0
