0.0,1.0,1.0,1.0,0.0,1.0,0.9636,0.6364,1.0,0.291,1.0,1.0,1.0,0.24038,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0
1.0,0.0,1.0,1.0,1.0,0.091,1.0,1.0,1.0,1.0,1.0,0.9727,0.8908,0.99008,1.0,0.9727,0.091,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.818,1.0,1.0,0.091,0.909,1.0,1.0,1.0,0.291,0.891,1.0,1.0,0.291,1.0,1.0,1.0,1.0,1.0,0.091
1.0,1.0,0.818,0.0,1.0,1.0,0.909,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909
0.0,1.0,1.0,1.0,0.0,1.0,0.9636,0.6364,1.0,0.291,1.0,1.0,1.0,0.24038,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0
1.0,0.091,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9727,0.8908,0.98547,1.0,0.9727,0.091,1.0,1.0,1.0,1.0,1.0
0.9636,1.0,0.091,0.909,0.9636,1.0,0.0,0.818,1.0,0.99008,1.0,0.24038,0.84038,0.98547,1.0,0.24038,1.0,1.0,1.0,1.0,0.9818,0.091
0.6364,1.0,0.909,0.909,0.6364,1.0,0.818,0.0,1.0,0.90092,1.0,0.99775,1.0,0.85491,1.0,0.99775,1.0,1.0,1.0,1.0,0.8182,0.909
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.291,1.0,1.0,1.0,0.291,1.0,0.99008,0.90092,1.0,0.0,0.8635,1.0,1.0,0.091,0.8635,1.0,1.0,1.0,1.0,1.0,0.091,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8635,0.0,1.0,1.0,0.8635,0.0,1.0,1.0,1.0,1.0,1.0,0.909,1.0
1.0,0.9727,0.291,1.0,1.0,0.9727,0.24038,0.99775,1.0,1.0,1.0,0.0,0.6,1.0,1.0,0.0,0.9818,1.0,1.0,1.0,1.0,0.2
1.0,0.8908,0.891,1.0,1.0,0.8908,0.84038,1.0,1.0,1.0,1.0,0.6,0.0,1.0,1.0,0.6,0.9272,1.0,1.0,1.0,1.0,0.8
0.24038,0.99008,1.0,1.0,0.24038,0.98547,0.98547,0.85491,1.0,0.091,0.8635,1.0,1.0,0.0,0.8635,1.0,0.9818,1.0,1.0,1.0,0.091,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8635,0.0,1.0,1.0,0.8635,0.0,1.0,1.0,1.0,1.0,1.0,0.909,1.0
1.0,0.9727,0.291,1.0,1.0,0.9727,0.24038,0.99775,1.0,1.0,1.0,0.0,0.6,1.0,1.0,0.0,0.9818,1.0,1.0,1.0,1.0,0.2
1.0,0.091,1.0,1.0,1.0,0.091,1.0,1.0,1.0,1.0,1.0,0.9818,0.9272,0.9818,1.0,0.9818,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.2,1.0,1.0,1.0,0.2,1.0,0.9818,0.8182,1.0,0.091,0.909,1.0,1.0,0.091,0.909,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,0.091,0.909,1.0,1.0,0.091,0.909,1.0,1.0,1.0,0.2,0.8,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.0
