0.0,0.28567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.28567,1.0,0.9636,0.9896,0.9896,0.6364,0.89607,0.89607,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28567,1.0,1.0,1.0,0.28567,1.0,0.9896,0.89607,1.0,0.291,1.0,1.0,1.0,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,1.0,0.2,1.0
0.28567,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28567,1.0,1.0,0.03032,1.0,0.9896,0.9636,0.96636,0.89607,0.6364,0.66396,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28567,1.0,1.0,1.0,0.28567,1.0,0.9896,0.89607,1.0,0.291,1.0,1.0,1.0,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,1.0,0.2,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,0.01932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091,1.0,0.10204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9727,0.97574,1.0,0.8908,0.90294,0.99008,0.99008,0.99008,1.0,1.0,1.0,1.0,0.9727,0.97574,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98888,1.0,1.0,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.01932,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10204,1.0,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97574,0.9727,1.0,0.90294,0.8908,0.99008,0.99008,0.99008,1.0,1.0,1.0,1.0,0.97574,0.9727,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98905,1.0,1.0,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0,0.182,0.182,0.818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091,0.182,0.182,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.291,0.291,0.891,0.891,0.891,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,0.291,0.891,1.0,1.0,0.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091
1.0,1.0,1.0,1.0,1.0,0.182,0.0,0.01932,1.0,0.818,0.83732,1.0,1.0,1.0,1.0,1.0,0.182,0.091,0.10204,1.0,0.909,0.92004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.291,0.291,0.891,0.891,0.891,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,0.27782,0.87782,1.0,1.0,0.27782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091
1.0,1.0,1.0,1.0,1.0,0.182,0.01932,0.0,1.0,0.83732,0.818,1.0,1.0,1.0,1.0,1.0,0.182,0.10204,0.091,1.0,0.92004,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.291,0.291,0.891,0.891,0.891,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,0.27968,0.87968,1.0,1.0,0.27968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091
1.0,1.0,1.0,1.0,1.0,0.818,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909,1.0,1.0,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909
1.0,1.0,1.0,1.0,1.0,1.0,0.818,0.83732,1.0,0.0,0.19297,1.0,1.0,1.0,1.0,1.0,1.0,0.909,0.92004,1.0,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909
1.0,1.0,1.0,1.0,1.0,1.0,0.83732,0.818,1.0,0.19297,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92004,0.909,1.0,1.0,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909
0.0,0.28567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.28567,1.0,0.9636,0.9896,0.9896,0.6364,0.89607,0.89607,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28567,1.0,1.0,1.0,0.28567,1.0,0.9896,0.89607,1.0,0.291,1.0,1.0,1.0,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,1.0,0.2,1.0
1.0,1.0,0.12132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.091,0.10204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.01104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,0.9727,0.97491,0.96879,0.8908,0.89963,0.98589,0.98589,0.98589,1.0,1.0,1.0,0.9922,0.9727,0.97491,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.10398,1.0,1.0,1.0,1.0,1.0,0.9922,0.96879,0.98523,1.0,0.9922,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98589,0.99008,1.0,1.0
0.28567,0.03032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28567,1.0,1.0,0.0,1.0,0.9896,0.96636,0.9636,0.89607,0.66396,0.6364,1.0,1.0,1.0,0.291,0.291,0.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28567,1.0,1.0,1.0,0.28567,1.0,0.9896,0.89607,1.0,0.291,1.0,1.0,1.0,0.24492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,1.0,0.2,1.0
1.0,1.0,1.0,0.10204,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01104,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,0.97491,0.9727,0.96879,0.89963,0.8908,0.98589,0.98589,0.98589,1.0,1.0,1.0,0.9922,0.97491,0.9727,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,0.10398,1.0,1.0,1.0,1.0,1.0,0.9922,0.96879,0.98526,1.0,0.9922,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98589,0.99008,1.0,1.0
0.9636,0.9896,1.0,1.0,1.0,0.091,0.182,0.182,0.909,1.0,1.0,0.9636,1.0,1.0,0.9896,1.0,0.0,0.10398,0.10398,0.818,0.92198,0.92198,1.0,1.0,1.0,0.99008,0.99008,0.99008,1.0,1.0,1.0,0.24492,0.24492,0.24492,0.84492,0.84492,0.84492,0.98589,0.98589,0.98589,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,0.9896,1.0,0.182,1.0,0.9896,1.0,0.10398,0.92198,1.0,0.99008,1.0,0.24038,0.84038,0.98589,1.0,0.24038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99716,1.0,0.9818,0.091
0.9896,0.9636,1.0,1.0,1.0,0.182,0.091,0.10204,1.0,0.909,0.92004,0.9896,1.0,1.0,0.96636,1.0,0.10398,0.0,0.01104,0.92198,0.818,0.82904,1.0,1.0,1.0,0.99008,0.99008,0.99008,1.0,1.0,1.0,0.24492,0.24492,0.24492,0.84492,0.84492,0.84492,0.98589,0.98589,0.98589,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,0.9896,1.0,0.182,1.0,0.9896,1.0,0.10398,0.92198,1.0,0.99008,1.0,0.23769,0.83769,0.98589,1.0,0.23769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99716,1.0,0.9818,0.091
0.9896,0.96636,1.0,1.0,1.0,0.182,0.10204,0.091,1.0,0.92004,0.909,0.9896,1.0,1.0,0.9636,1.0,0.10398,0.01104,0.0,0.92198,0.82904,0.818,1.0,1.0,1.0,0.99008,0.99008,0.99008,1.0,1.0,1.0,0.24492,0.24492,0.24492,0.84492,0.84492,0.84492,0.98589,0.98589,0.98589,1.0,1.0,1.0,0.24492,0.24492,0.24492,1.0,1.0,1.0,0.9896,1.0,0.182,1.0,0.9896,1.0,0.10398,0.92198,1.0,0.99008,1.0,0.23807,0.83807,0.98589,1.0,0.23807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99716,1.0,0.9818,0.091
0.6364,0.89607,1.0,1.0,1.0,0.909,1.0,1.0,0.909,1.0,1.0,0.6364,1.0,1.0,0.89607,1.0,0.818,0.92198,0.92198,0.0,1.0,1.0,1.0,1.0,1.0,0.90092,0.90092,0.90092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85904,0.85904,0.85904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89607,1.0,1.0,1.0,0.89607,1.0,0.92198,1.0,1.0,0.90092,1.0,0.99775,1.0,0.85904,1.0,0.99775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97163,1.0,0.8182,0.909
0.89607,0.6364,1.0,1.0,1.0,1.0,0.909,0.92004,1.0,0.909,1.0,0.89607,1.0,1.0,0.66396,1.0,0.92198,0.818,0.82904,1.0,0.0,0.11025,1.0,1.0,1.0,0.90092,0.90092,0.90092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85904,0.85904,0.85904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89607,1.0,1.0,1.0,0.89607,1.0,0.92198,1.0,1.0,0.90092,1.0,0.99183,1.0,0.85904,1.0,0.99183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97163,1.0,0.8182,0.909
