0.0,1.0,1.0,1.0,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,1.0,0.28537,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0
1.0,0.0,1.0,1.0,1.0,0.091,1.0,1.0,1.0,0.091,1.0,1.0,1.0,0.091,1.0,1.0,1.0,0.091,1.0,1.0,1.0,1.0,1.0,0.97816,0.91264,0.98957,1.0,0.97816,0.91264,0.98957,1.0,0.97816,0.91264,0.98957,1.0,0.97816,0.91264,0.98957,1.0,0.97816,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.818,1.0,1.0,0.091,0.909,1.0,1.0,0.091,0.909,1.0,1.0,0.091,0.909,1.0,1.0,0.091,0.909,1.0,1.0,1.0,0.28537,0.88537,1.0,1.0,0.28537,0.88537,1.0,1.0,0.28537,0.88537,1.0,1.0,0.28537,0.88537,1.0,1.0,0.28537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091
1.0,1.0,0.818,0.0,1.0,1.0,0.909,0.909,1.0,1.0,0.909,0.909,1.0,1.0,0.909,0.909,1.0,1.0,0.909,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909
0.0,1.0,1.0,1.0,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,1.0,0.28537,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0
0.99832,0.091,1.0,1.0,0.99832,0.0,0.99939,0.9939,0.99832,0.0,0.99939,0.9939,0.99832,0.0,0.99939,0.9939,0.99832,0.0,0.99939,0.9939,1.0,1.0,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9636,1.0,0.091,0.909,0.9636,0.99939,0.0,0.818,0.9636,0.99939,0.0,0.818,0.9636,0.99939,0.0,0.818,0.9636,0.99939,0.0,0.818,1.0,0.98957,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818,0.091
0.6364,1.0,0.909,0.909,0.6364,0.9939,0.818,0.0,0.6364,0.9939,0.818,0.0,0.6364,0.9939,0.818,0.0,0.6364,0.9939,0.818,0.0,1.0,0.8958,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8182,0.909
0.0,1.0,1.0,1.0,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,0.0,0.99832,0.9636,0.6364,1.0,0.28537,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,0.9997,0.19986,0.94628,0.99992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0
0.99832,0.091,1.0,1.0,0.99832,0.0,0.99939,0.9939,0.99832,0.0,0.99939,0.9939,0.99832,0.0,0.99939,0.9939,0.99832,0.0,0.99939,0.9939,1.0,1.0,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.86896,0.98179,0.9987,0.96724,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9636,1.0,0.091,0.909,0.9636,0.99939,0.0,0.818,0.9636,0.99939,0.0,0.818,0.9636,0.99939,0.0,0.818,0.9636,0.99939,0.0,0.818,1.0,0.98957,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,0.79986,0.98179,0.99161,0.19986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818,0.091
0.6364,1.0,0.909,0.909,0.6364,0.9939,0.818,0.0,0.6364,0.9939,0.818,0.0,0.6364,0.9939,0.818,0.0,0.6364,0.9939,0.818,0.0,1.0,0.8958,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,0.9078,0.81808,0.99812,0.9087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8182,0.909
